"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"AantalInkomensontvangers_64";"GemiddeldInkomenPerInkomensontvanger_65";"GemiddeldInkomenPerInwoner_66";"k_40PersonenMetLaagsteInkomen_67";"k_20PersonenMetHoogsteInkomen_68";"Actieven1575Jaar_69";"k_40HuishoudensMetLaagsteInkomen_70";"k_20HuishoudensMetHoogsteInkomen_71";"HuishoudensMetEenLaagInkomen_72";"HuishOnderOfRondSociaalMinimum_73";"PersonenPerSoortUitkeringBijstand_74";"PersonenPerSoortUitkeringAO_75";"PersonenPerSoortUitkeringWW_76";"PersonenPerSoortUitkeringAOW_77";"BedrijfsvestigingenTotaal_78";"ALandbouwBosbouwEnVisserij_79";"BFNijverheidEnEnergie_80";"GIHandelEnHoreca_81";"HJVervoerInformatieEnCommunicatie_82";"KLFinancieleDienstenOnroerendGoed_83";"MNZakelijkeDienstverlening_84";"RUCultuurRecreatieOverigeDiensten_85";"PersonenautoSTotaal_86";"PersonenautoSJongerDan6Jaar_87";"PersonenautoS6JaarEnOuder_88";"PersonenautoSBrandstofBenzine_89";"PersonenautoSOverigeBrandstof_90";"PersonenautoSPerHuishouden_91";"PersonenautoSNaarOppervlakte_92";"Bedrijfsmotorvoertuigen_93";"Motorfietsen_94";"AfstandTotHuisartsenpraktijk_95";"AfstandTotGroteSupermarkt_96";"AfstandTotKinderdagverblijf_97";"AfstandTotSchool_98";"ScholenBinnen3Km_99";"OppervlakteTotaal_100";"OppervlakteLand_101";"OppervlakteWater_102";"MeestVoorkomendePostcode_103";"Dekkingspercentage_104";"MateVanStedelijkheid_105";"Omgevingsadressendichtheid_106";"TotaalDiefstalUitWoningSchuurED_107";"VernielingMisdrijfTegenOpenbareOrde_108";"GeweldsEnSeksueleMisdrijven_109"
"5740";"WK051812  ";"'s-Gravenhage                           ";"Wijk      ";"WK051812  ";"1";"   14455";"    6620";"    7830";"    2300";"    1270";"    3950";"    4025";"    2905";"    7510";"    4665";"    1495";"     790";"    2875";"    1330";"      65";"     105";"     410";"      90";"     655";"     155";"      11";"     145";"      10";"    7380";"    3360";"    1895";"    2135";"     1.9";"   10261";"    7665";"     205";"      14";"      86";"      92";"       8";"      67";"      32";"       6";"      26";"       1";"      98";"       2";"    2440";"    2290";"    3390";"    3340";"    4810";"    5100";"    2250";"    2520";"    1390";"    1310";"    1860";"    2220";"    2270";"    2830";"    1280";"    1430";"       .";"   11300";"    36.5";"    29.2";"    29.3";"    30.1";"    64.4";"    32.8";"    21.9";"     4.4";"     4.7";"     160";"     420";"     280";"    2830";"    1400";"       0";"     145";"     275";"     105";"     105";"     505";"     265";"    5440";"    1455";"    3985";"    4870";"     570";"     0.7";"    3863";"     325";"     355";"     0.3";"     0.4";"     0.3";"     0.5";"    44.1";"     142";"     141";"       2";"         .";"       .";"       1";"    5433";"       3";"       6";"       3"
"5741";"BU05181250";"'s-Gravenhage                           ";"Buurt     ";"BU05181250";"1";"    2305";"    1060";"    1245";"     385";"     210";"     405";"     760";"     545";"    1055";"     835";"     250";"     180";"     380";"     120";"       5";"      10";"      25";"      10";"      70";"      15";"       8";"      35";"      16";"    1075";"     435";"     275";"     375";"     2.1";"    8180";"    1119";"     267";"      36";"      64";"      94";"       6";"      82";"      15";"       2";"      14";"       2";"      89";"      11";"    2590";"    2120";"    3430";"    3530";"       .";"       .";"    1820";"    2740";"    1540";"    1380";"    1750";"    2330";"       .";"       .";"    1360";"    1570";"       .";"    1800";"    40.6";"    32.0";"    26.2";"    35.6";"    63.2";"    22.6";"    30.6";"     3.5";"     3.4";"      10";"      50";"      40";"     540";"     180";"       0";"      15";"      20";"      15";"      25";"      85";"      20";"     970";"     300";"     670";"     865";"     105";"     0.9";"    3434";"      55";"      45";"     0.2";"     0.8";"     0.3";"     0.3";"    35.6";"      28";"      28";"       0";"      2565";"       1";"       1";"    4144";"       6";"       5";"       3"
"5742";"BU05181251";"'s-Gravenhage                           ";"Buurt     ";"BU05181251";"1";"    6355";"    2890";"    3465";"    1035";"     570";"    1810";"    1710";"    1230";"    3355";"    2020";"     655";"     325";"    1255";"     590";"      25";"      45";"     190";"      45";"     285";"      70";"      11";"      45";"       8";"    3280";"    1500";"     835";"     955";"     1.9";"   10592";"    3362";"     186";"       8";"      92";"      94";"       6";"      66";"      33";"       5";"      28";"       1";"     100";"       0";"    2420";"    2340";"    3080";"    3070";"    5060";"    4690";"    2300";"    2460";"    1300";"    1270";"    1550";"    2040";"    2350";"    2660";"    1150";"    1370";"       .";"    5000";"    35.3";"    28.4";"    29.5";"    28.7";"    64.4";"    32.4";"    20.1";"     3.9";"     4.4";"      60";"     190";"     130";"    1190";"     525";"       0";"      55";"     105";"      30";"      35";"     195";"     110";"    2420";"     630";"    1790";"    2185";"     235";"     0.7";"    4033";"     125";"     165";"     0.3";"     0.3";"     0.3";"     0.6";"    43.0";"      61";"      60";"       1";"      2565";"       2";"       1";"    5007";"       3";"       7";"       3"
"5743";"BU05181252";"'s-Gravenhage                           ";"Buurt     ";"BU05181252";"1";"    5785";"    2670";"    3115";"     885";"     495";"    1730";"    1555";"    1125";"    3100";"    1810";"     590";"     290";"    1240";"     620";"      35";"      50";"     195";"      35";"     300";"      65";"      12";"      60";"      11";"    3020";"    1430";"     790";"     810";"     1.9";"   11000";"    3184";"     202";"      12";"      88";"      89";"      11";"      62";"      36";"       8";"      28";"       2";"     100";"       0";"    2400";"    2270";"    3550";"    3220";"       .";"       .";"    2250";"    2480";"    1440";"    1350";"    2240";"    2180";"       .";"       .";"    1440";"    1440";"       .";"    4500";"    36.1";"    29.0";"    30.4";"    29.6";"    64.8";"    36.9";"    20.7";"     5.3";"     5.4";"      90";"     170";"     110";"    1090";"     695";"       0";"      75";"     155";"      60";"      45";"     230";"     130";"    2050";"     520";"    1530";"    1820";"     230";"     0.7";"    3897";"     150";"     145";"     0.4";"     0.3";"     0.3";"     0.4";"    48.7";"      53";"      53";"       0";"      2565";"       4";"       1";"    6308";"       3";"       6";"       2"
"5744";"WK051813  ";"'s-Gravenhage                           ";"Wijk      ";"WK051813  ";"1";"    5155";"    2465";"    2690";"    1150";"     530";"     770";"    1695";"    1015";"    2340";"    2280";"     295";"     250";"    1080";"     275";"       5";"      30";"      60";"      10";"     170";"      30";"       6";"      30";"       6";"    2025";"     535";"     595";"     905";"     2.5";"    1861";"    2125";"     534";"      74";"      26";"      92";"       8";"      86";"      12";"       2";"      10";"       2";"      94";"       6";"    3760";"    2850";"    3730";"    4190";"    4420";"    4810";"    2980";"    3880";"    2300";"    1640";"    2130";"    2680";"    2760";"    3670";"    1860";"    2360";"       .";"    3600";"    61.6";"    43.6";"    25.5";"    48.9";"    58.6";"    11.9";"    58.9";"     2.2";"     1.6";"      10";"      60";"      60";"     980";"     535";"       0";"      25";"      55";"      40";"     125";"     245";"      45";"    2530";"     820";"    1710";"    2150";"     380";"     1.2";"     913";"      70";"     135";"     0.5";"     0.8";"     0.6";"     0.3";"    31.1";"     277";"     277";"       0";"         .";"       .";"       1";"    2801";"       9";"       5";"       5"
"5745";"BU05181309";"'s-Gravenhage                           ";"Buurt     ";"BU05181309";"1";"    5155";"    2465";"    2690";"    1150";"     530";"     770";"    1695";"    1015";"    2340";"    2280";"     295";"     250";"    1080";"     275";"       5";"      30";"      60";"      10";"     170";"      30";"       6";"      30";"       6";"    2025";"     535";"     595";"     905";"     2.5";"    1861";"    2125";"     534";"      74";"      26";"      92";"       8";"      86";"      12";"       2";"      10";"       2";"      94";"       6";"    3760";"    2850";"    3730";"    4190";"    4420";"    4810";"    2980";"    3880";"    2300";"    1640";"    2130";"    2680";"    2760";"    3670";"    1860";"    2360";"       .";"    3600";"    61.6";"    43.6";"    25.5";"    48.9";"    58.6";"    11.9";"    58.9";"     2.2";"     1.6";"      10";"      60";"      60";"     980";"     535";"       0";"      25";"      55";"      40";"     125";"     245";"      45";"    2530";"     820";"    1710";"    2150";"     380";"     1.2";"     913";"      70";"     135";"     0.5";"     0.8";"     0.6";"     0.3";"    31.1";"     277";"     277";"       0";"      2566";"       1";"       1";"    2801";"       9";"       5";"       5"
"5746";"WK051814  ";"'s-Gravenhage                           ";"Wijk      ";"WK051814  ";"1";"    4755";"    2100";"    2655";"     450";"     300";"     815";"    1425";"    1770";"    1810";"    1760";"     685";"     505";"     900";"     310";"      10";"      25";"      70";"      15";"     185";"      20";"       4";"     100";"      21";"    2745";"    1525";"     725";"     500";"     1.7";"    3866";"    3086";"     199";"       9";"      91";"      89";"      11";"      60";"      32";"      15";"      17";"       8";"      99";"       1";"    2310";"    2150";"    3830";"    4030";"    5430";"       .";"    1690";"    2550";"    1350";"    1260";"    2100";"    2800";"    2930";"       .";"    1140";"    1470";"       .";"    4000";"    36.5";"    31.7";"    30.1";"    28.1";"    53.4";"    39.5";"    17.7";"     4.9";"     5.8";"      60";"     170";"      90";"    1700";"     345";"       0";"      30";"      55";"      25";"      35";"     140";"      60";"    2120";"     675";"    1445";"    1950";"     170";"     0.8";"    1724";"      95";"     110";"     0.7";"     0.5";"     0.7";"     0.5";"    23.9";"     127";"     123";"       4";"         .";"       .";"       1";"    3245";"       6";"       6";"       4"
"5747";"BU05181481";"'s-Gravenhage                           ";"Buurt     ";"BU05181481";"1";"     395";"     185";"     210";"      40";"      65";"      65";"     145";"      80";"     180";"     155";"      50";"      15";"      65";"      40";"       0";"       5";"       5";"       0";"      35";"       0";"       3";"       5";"      13";"     200";"     100";"      45";"      65";"     1.9";"     876";"     213";"     255";"      19";"      81";"      93";"       7";"      84";"      15";"       0";"      15";"       0";"     100";"       0";"    2530";"    2160";"    4030";"    4090";"    5640";"       .";"    1780";"    2620";"    1450";"    1200";"    2380";"    3010";"    2380";"       .";"    1360";"    1450";"       .";"     300";"    41.5";"    34.9";"    33.8";"    32.0";"    56.2";"    28.2";"    25.2";"     5.6";"     4.1";"       0";"      10";"      10";"      70";"      50";"       0";"       0";"      15";"       0";"       5";"      15";"      15";"     175";"      50";"     125";"     160";"      15";"     0.9";"     389";"       5";"      10";"     0.6";"     0.7";"     0.8";"     0.4";"    30.4";"      46";"      45";"       1";"      2565";"       4";"       1";"    3599";"       3";"      28";"      13"
"5748";"BU05181492";"'s-Gravenhage                           ";"Buurt     ";"BU05181492";"1";"    4360";"    1910";"    2445";"     405";"     235";"     750";"    1275";"    1695";"    1630";"    1610";"     635";"     490";"     835";"     270";"      10";"      25";"      65";"      15";"     150";"      20";"       5";"      95";"      22";"    2540";"    1425";"     685";"     435";"     1.7";"    5608";"    2873";"     195";"       8";"      92";"      89";"      11";"      58";"      34";"      16";"      17";"       8";"      98";"       2";"    2290";"    2150";"    3810";"    4020";"       .";"       .";"    1690";"    2540";"    1340";"    1260";"    2080";"    2740";"       .";"       .";"    1140";"    1470";"       .";"    3600";"    36.1";"    31.4";"    29.8";"    27.8";"    53.1";"    40.4";"    17.1";"     4.8";"     5.9";"      60";"     160";"      80";"    1630";"     295";"       0";"      30";"      45";"      25";"      30";"     125";"      45";"    1945";"     625";"    1320";"    1790";"     155";"     0.8";"    2502";"      90";"     100";"     0.7";"     0.5";"     0.7";"     0.5";"    23.4";"      81";"      78";"       3";"      2555";"       2";"       1";"    3210";"       6";"       4";"       3"
"5749";"WK051815  ";"'s-Gravenhage                           ";"Wijk      ";"WK051815  ";"1";"    2210";"    1095";"    1115";"     220";"     235";"     305";"     740";"     715";"     840";"    1060";"     175";"     140";"     400";"     155";"       5";"      15";"      40";"      10";"      85";"       5";"       3";"      20";"       9";"     990";"     325";"     405";"     265";"     2.1";"     463";"    1167";"     454";"      62";"      38";"      82";"      18";"      51";"      37";"       9";"      28";"      12";"      98";"       2";"    3780";"    2550";"    4270";"    4670";"    4640";"    4880";"    2750";"    4290";"    1770";"    1130";"    1730";"    1900";"    2180";"    3050";"    1260";"    1900";"       .";"    1700";"    47.8";"    39.8";"    31.6";"    37.5";"    50.3";"    24.6";"    41.6";"     4.1";"     5.2";"      10";"     160";"      30";"     700";"     255";"       0";"       5";"      65";"       5";"      55";"      90";"      30";"    1175";"     510";"     665";"    1025";"     155";"     1.2";"     246";"      65";"      70";"     1.6";"     1.2";"     0.9";"     1.2";"    13.9";"     488";"     478";"      10";"         .";"       .";"       3";"    1305";"       9";"       6";"       9"
"5750";"BU05181590";"'s-Gravenhage                           ";"Buurt     ";"BU05181590";"1";"     710";"     380";"     330";"      80";"     115";"     135";"     270";"     115";"     375";"     295";"      35";"      15";"     120";"      80";"       0";"       5";"      25";"       5";"      40";"       0";"       1";"       5";"       8";"     230";"      50";"      95";"      95";"     2.4";"     212";"     350";"     611";"      91";"       9";"      63";"      37";"      50";"      12";"       0";"      12";"      38";"     100";"       0";"    4530";"       .";"    4770";"    4660";"    4410";"    4370";"    4870";"    4610";"    2430";"       .";"    1720";"    1740";"    1930";"    3410";"    2190";"    1890";"       .";"     400";"    56.2";"    43.2";"    33.2";"    43.2";"    52.3";"    17.8";"    58.7";"     6.9";"     6.0";"      10";"     130";"      10";"     110";"      65";"       0";"       5";"      10";"       0";"      15";"      25";"      10";"     305";"     135";"     170";"     260";"      45";"     1.3";"      90";"      15";"      20";"     1.8";"     1.4";"     0.9";"     1.4";"     8.6";"     347";"     337";"      10";"      2555";"       5";"       4";"     856";"      13";"       6";"      14"
"5751";"BU05181591";"'s-Gravenhage                           ";"Buurt     ";"BU05181591";"1";"    1495";"     710";"     785";"     140";"     120";"     165";"     470";"     600";"     465";"     770";"     140";"     130";"     275";"      75";"       0";"      10";"      15";"       5";"      45";"       5";"       3";"      15";"      10";"     755";"     280";"     310";"     175";"     2.0";"    1062";"     817";"     413";"      49";"      51";"      91";"       9";"      52";"      48";"      13";"      34";"       0";"      97";"       3";"    3470";"    2550";"    4080";"    4670";"    4870";"    5010";"    2660";"    4160";"    1590";"    1130";"    1730";"    2030";"    2450";"    2950";"    1220";"    1900";"       .";"    1300";"    44.9";"    38.6";"    31.1";"    35.5";"    49.4";"    26.7";"    36.3";"     3.3";"     4.9";"       0";"      30";"      20";"     590";"     190";"       0";"       5";"      60";"       5";"      40";"      65";"      15";"     870";"     375";"     495";"     760";"     110";"     1.2";"     618";"      50";"      50";"     1.4";"     1.1";"     0.9";"     1.2";"    16.4";"     141";"     141";"       0";"      2554";"       1";"       2";"    1572";"       7";"       7";"       6"
"5752";"WK051816  ";"'s-Gravenhage                           ";"Wijk      ";"WK051816  ";"1";"    4980";"    2545";"    2435";"     645";"     485";"    1150";"    1715";"     990";"    2410";"    1825";"     525";"     230";"     700";"     625";"      60";"      65";"     205";"      65";"     230";"      35";"       7";"      45";"       9";"    2255";"     915";"     660";"     685";"     2.1";"    1643";"    2467";"     247";"      44";"      56";"      93";"       7";"      48";"      50";"      16";"      34";"       2";"      87";"      13";"    3110";"    2420";"    3480";"    3650";"    4010";"    5590";"    2750";"    3400";"    1330";"    1010";"    1370";"    1630";"    1630";"    2630";"    1230";"    1490";"       .";"    3700";"    37.7";"    30.8";"    30.0";"    27.0";"    61.6";"    33.4";"    23.3";"     5.4";"     4.3";"      50";"     350";"      90";"     950";"     410";"       5";"      75";"      55";"      25";"      50";"     155";"      50";"    2320";"     885";"    1440";"    1995";"     330";"     1.0";"     766";"     205";"     145";"     1.6";"     1.0";"     1.0";"     1.2";"    11.3";"     336";"     303";"      33";"         .";"       .";"       2";"    1939";"       6";"       6";"      11"
"5753";"BU05181697";"'s-Gravenhage                           ";"Buurt     ";"BU05181697";"1";"    4980";"    2545";"    2435";"     645";"     485";"    1150";"    1715";"     990";"    2410";"    1825";"     525";"     230";"     700";"     625";"      60";"      65";"     205";"      65";"     230";"      35";"       7";"      40";"       9";"    2255";"     915";"     660";"     685";"     2.1";"    1643";"    2467";"     247";"      44";"      56";"      93";"       7";"      48";"      50";"      16";"      34";"       2";"      87";"      13";"    3110";"    2420";"    3480";"    3650";"    4010";"    5590";"    2750";"    3400";"    1330";"    1010";"    1370";"    1630";"    1630";"    2630";"    1230";"    1490";"       .";"    3700";"    37.7";"    30.8";"    30.0";"    27.0";"    61.6";"    33.4";"    23.3";"     5.4";"     4.3";"      50";"     350";"      90";"     950";"     410";"       5";"      75";"      55";"      25";"      50";"     155";"      50";"    2320";"     885";"    1440";"    1995";"     330";"     1.0";"     766";"     205";"     145";"     1.6";"     1.0";"     1.0";"     1.2";"    11.3";"     336";"     303";"      33";"      2553";"       1";"       2";"    1939";"       6";"       6";"      11"
"5754";"WK051817  ";"'s-Gravenhage                           ";"Wijk      ";"WK051817  ";"1";"   17370";"    8305";"    9065";"    2465";"    1790";"    3915";"    5305";"    3900";"    7855";"    6480";"    1750";"    1290";"    2015";"    3185";"     495";"     225";"    1015";"     535";"     905";"     165";"      10";"     275";"      16";"    8175";"    3290";"    2235";"    2660";"     2.1";"    6429";"    8558";"     171";"      37";"      63";"      93";"       7";"      47";"      48";"      39";"       9";"       4";"      97";"       3";"    2560";"    2140";"    3290";"    3300";"    2940";"    4470";"    2110";"    3090";"    1030";"     930";"    1160";"    1430";"    1540";"    3090";"    1020";"    1110";"       .";"   13700";"    29.3";"    24.0";"    37.5";"    17.8";"    56.4";"    42.7";"    16.5";"     8.2";"     8.1";"     580";"     950";"     410";"    3790";"    1405";"      20";"     310";"     350";"     130";"      90";"     340";"     165";"    6905";"    2240";"    4665";"    6090";"     815";"     0.8";"    2555";"     975";"     410";"     0.5";"     0.5";"     0.7";"     0.4";"    26.2";"     274";"     270";"       4";"         .";"       .";"       1";"    3991";"       5";"       7";"       7"
"5755";"BU05181785";"'s-Gravenhage                           ";"Buurt     ";"BU05181785";"1";"      45";"      35";"       5";"       0";"       0";"      20";"      20";"       0";"      40";"       5";"       5";"       0";"       0";"      15";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"      22";"       5";"       5";"       5";"       5";"     1.4";"      55";"      58";"       .";"       7";"      93";"      21";"      79";"       .";"       .";"       .";"       .";"       .";"      98";"       2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     340";"       0";"      65";"     105";"      30";"      45";"      70";"      20";"     370";"     220";"     150";"     170";"     200";"       .";"       .";"     430";"       5";"     0.8";"     0.8";"     0.7";"     0.5";"    25.8";"      82";"      82";"       0";"      2544";"       1";"       1";"    3502";"       .";"       .";"       ."
"5756";"BU05181786";"'s-Gravenhage                           ";"Buurt     ";"BU05181786";"1";"   12360";"    6005";"    6355";"    1925";"    1375";"    2760";"    3910";"    2390";"    5630";"    4895";"    1150";"     695";"    1455";"    2625";"     430";"     170";"     835";"     480";"     705";"     120";"      10";"     150";"      12";"    5420";"    1850";"    1550";"    2030";"     2.2";"    8663";"    5545";"     185";"      47";"      53";"      95";"       5";"      55";"      43";"      38";"       5";"       3";"      97";"       3";"    2740";"    2210";"    3340";"    3380";"       .";"       .";"    2250";"    3200";"    1050";"     910";"    1150";"    1430";"       .";"       .";"    1040";"    1110";"     5.9";"    9500";"    30.3";"    24.3";"    36.2";"    19.8";"    57.1";"    36.1";"    20.4";"     7.3";"     7.1";"     350";"     660";"     320";"    2310";"     750";"      15";"     185";"     155";"      65";"      25";"     210";"      95";"    4735";"    1510";"    3225";"    4250";"     485";"     0.9";"    3318";"     430";"     315";"     0.5";"     0.6";"     0.7";"     0.4";"    29.7";"     146";"     143";"       3";"      2552";"       1";"       1";"    4013";"       6";"       6";"       5"
"5757";"BU05181795";"'s-Gravenhage                           ";"Buurt     ";"BU05181795";"1";"    4965";"    2260";"    2700";"     540";"     410";"    1130";"    1375";"    1510";"    2190";"    1580";"     600";"     595";"     560";"     540";"      65";"      50";"     170";"      55";"     200";"      45";"       9";"     120";"      25";"    2745";"    1435";"     685";"     630";"     1.7";"   10852";"    2955";"     144";"      18";"      82";"      92";"       8";"      34";"      60";"      43";"      17";"       6";"      98";"       2";"    2210";"    2050";"    3010";"    2900";"    2940";"    4470";"    1910";"    2750";"    1010";"     960";"    1200";"    1410";"    1540";"    3090";"     980";"    1080";"       .";"    4100";"    27.0";"    23.3";"    40.7";"    13.3";"    54.4";"    55.7";"     8.8";"    10.0";"    10.1";"     230";"     280";"      90";"    1480";"     315";"       5";"      60";"      85";"      35";"      20";"      60";"      50";"    1800";"     510";"    1290";"    1665";"     135";"     0.7";"    3936";"     115";"      90";"     0.5";"     0.3";"     0.5";"     0.4";"    17.6";"      47";"      46";"       1";"      2552";"       5";"       1";"    4011";"       4";"       5";"       7"
"5758";"WK051818  ";"'s-Gravenhage                           ";"Wijk      ";"WK051818  ";"1";"   16935";"    7755";"    9175";"    1965";"    1375";"    3645";"    4515";"    5440";"    7330";"    5815";"    2150";"    1645";"    2450";"    2810";"     380";"     265";"     745";"     335";"    1080";"     165";"      10";"     335";"      20";"    9110";"    4695";"    2350";"    2075";"     1.8";"    9331";"    9747";"     155";"      18";"      82";"      92";"       8";"      42";"      52";"      40";"      12";"       6";"      96";"       4";"    2400";"    2220";"    3170";"    3240";"    3400";"    3310";"    2150";"    2730";"    1080";"    1020";"    1300";"    1600";"    1470";"    2500";"    1050";"    1170";"       .";"   13500";"    28.9";"    24.4";"    38.2";"    16.6";"    50.5";"    49.4";"    10.6";"     9.5";"     9.4";"     740";"    1000";"     340";"    5310";"     815";"      15";"     175";"     140";"      90";"      45";"     220";"     130";"    6080";"    1810";"    4275";"    5540";"     545";"     0.7";"    3351";"     340";"     300";"     0.6";"     0.5";"     0.5";"     0.4";"    24.6";"     185";"     181";"       4";"         .";"       .";"       1";"    4470";"       3";"       5";"       7"
"5759";"BU05181806";"'s-Gravenhage                           ";"Buurt     ";"BU05181806";"1";"    2010";"     905";"    1105";"     245";"     155";"     395";"     565";"     655";"     830";"     715";"     265";"     210";"     285";"     390";"      45";"      35";"      70";"      50";"     180";"      10";"       6";"      20";"      10";"    1150";"     605";"     300";"     250";"     1.7";"    9764";"    1195";"     131";"      10";"      90";"      95";"       5";"      44";"      56";"      50";"       6";"       0";"      95";"       5";"    2550";"    2300";"    5100";"    4080";"       .";"       .";"    2150";"    3020";"    1000";"    1010";"     740";"    1640";"       .";"       .";"    1050";"     930";"       .";"    1700";"    27.2";"    22.7";"    41.7";"    13.4";"    46.3";"    55.0";"     9.0";"    10.1";"    10.4";"     110";"     110";"      40";"     640";"      70";"       5";"      15";"       5";"       5";"       5";"      20";"      10";"     700";"     240";"     460";"     645";"      55";"     0.6";"    3389";"      30";"      25";"     0.6";"     0.4";"     0.6";"     0.5";"    16.8";"      21";"      21";"       0";"      2551";"       2";"       1";"    4135";"       1";"       3";"       3"
"5760";"BU05181840";"'s-Gravenhage                           ";"Buurt     ";"BU05181840";"1";"    7285";"    3475";"    3805";"    1100";"     750";"    1780";"    2055";"    1600";"    3510";"    2455";"     830";"     495";"     910";"    1620";"     285";"     160";"     470";"     250";"     450";"      90";"      13";"     100";"      14";"    3460";"    1490";"     835";"    1140";"     2.0";"   11738";"    3688";"     153";"      38";"      62";"      91";"       9";"      27";"      64";"      59";"       5";"       8";"      98";"       2";"    2410";"    2050";"    2970";"    3120";"    3240";"    3530";"    2240";"    2930";"    1140";"    1040";"    1230";"    1500";"    1570";"    2350";"    1130";"    1190";"       .";"    5600";"    25.3";"    20.4";"    43.9";"    11.6";"    51.1";"    53.9";"     9.8";"    14.2";"    13.7";"     450";"     500";"     180";"    1540";"     330";"      10";"     110";"      45";"      40";"      10";"      70";"      40";"    2390";"     570";"    1820";"    2160";"     230";"     0.7";"    3851";"     175";"     135";"     0.4";"     0.7";"     0.7";"     0.4";"    23.8";"      65";"      62";"       3";"      2551";"       1";"       1";"    4989";"       3";"       7";"       6"
"5761";"BU05181882";"'s-Gravenhage                           ";"Buurt     ";"BU05181882";"1";"    2805";"    1310";"    1495";"     250";"     240";"     580";"     765";"     970";"    1250";"     805";"     455";"     300";"     390";"     400";"      30";"      40";"     115";"      25";"     185";"      25";"       9";"     100";"      37";"    1490";"     845";"     360";"     300";"     1.6";"    5549";"    1576";"     158";"       1";"      99";"      89";"      11";"      33";"      60";"      43";"      17";"       7";"      91";"       9";"    2130";"    2110";"    2640";"    3570";"       .";"       .";"    1860";"    2590";"     970";"     950";"    1840";"    1970";"       .";"       .";"     940";"    1230";"    11.5";"    2100";"    29.1";"    25.2";"    39.9";"    17.2";"    50.2";"    55.6";"     9.3";"    11.4";"    11.0";"     140";"     220";"      50";"     970";"     160";"       0";"      20";"      45";"      20";"      15";"      45";"      25";"     845";"     245";"     600";"     775";"      70";"     0.6";"    1671";"      60";"      50";"     0.7";"     0.4";"     0.3";"     0.6";"    38.2";"      52";"      51";"       1";"      2555";"       4";"       1";"    4813";"       4";"       7";"      19"
"5762";"BU05181893";"'s-Gravenhage                           ";"Buurt     ";"BU05181893";"1";"    1790";"     815";"     975";"     195";"     125";"     355";"     515";"     605";"     725";"     700";"     220";"     155";"     345";"     125";"       0";"      15";"      30";"       0";"      70";"      15";"       8";"      20";"      12";"    1015";"     515";"     310";"     200";"     1.8";"   12210";"    1069";"     197";"      11";"      89";"      93";"       7";"      85";"      15";"       0";"      15";"       0";"     100";"       0";"    2450";"    2310";"    3430";"    3870";"       .";"       .";"    1790";"    2560";"    1380";"    1290";"    1970";"    2560";"       .";"       .";"    1260";"    1400";"       .";"    1500";"    38.4";"    32.8";"    25.5";"    31.6";"    57.4";"    26.4";"    20.7";"     1.6";"     1.6";"      10";"      60";"      40";"     590";"     120";"       0";"      15";"      15";"      10";"       5";"      50";"      20";"     810";"     255";"     555";"     730";"      85";"     0.8";"    5529";"      35";"      35";"     0.3";"     0.5";"     0.4";"     0.4";"    28.1";"      15";"      15";"       0";"      2555";"       1";"       1";"    4346";"       4";"       3";"       1"
