"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"AantalInkomensontvangers_64";"GemiddeldInkomenPerInkomensontvanger_65";"GemiddeldInkomenPerInwoner_66";"k_40PersonenMetLaagsteInkomen_67";"k_20PersonenMetHoogsteInkomen_68";"Actieven1575Jaar_69";"k_40HuishoudensMetLaagsteInkomen_70";"k_20HuishoudensMetHoogsteInkomen_71";"HuishoudensMetEenLaagInkomen_72";"HuishOnderOfRondSociaalMinimum_73";"PersonenPerSoortUitkeringBijstand_74";"PersonenPerSoortUitkeringAO_75";"PersonenPerSoortUitkeringWW_76";"PersonenPerSoortUitkeringAOW_77";"BedrijfsvestigingenTotaal_78";"ALandbouwBosbouwEnVisserij_79";"BFNijverheidEnEnergie_80";"GIHandelEnHoreca_81";"HJVervoerInformatieEnCommunicatie_82";"KLFinancieleDienstenOnroerendGoed_83";"MNZakelijkeDienstverlening_84";"RUCultuurRecreatieOverigeDiensten_85";"PersonenautoSTotaal_86";"PersonenautoSJongerDan6Jaar_87";"PersonenautoS6JaarEnOuder_88";"PersonenautoSBrandstofBenzine_89";"PersonenautoSOverigeBrandstof_90";"PersonenautoSPerHuishouden_91";"PersonenautoSNaarOppervlakte_92";"Bedrijfsmotorvoertuigen_93";"Motorfietsen_94";"AfstandTotHuisartsenpraktijk_95";"AfstandTotGroteSupermarkt_96";"AfstandTotKinderdagverblijf_97";"AfstandTotSchool_98";"ScholenBinnen3Km_99";"OppervlakteTotaal_100";"OppervlakteLand_101";"OppervlakteWater_102";"MeestVoorkomendePostcode_103";"Dekkingspercentage_104";"MateVanStedelijkheid_105";"Omgevingsadressendichtheid_106";"TotaalDiefstalUitWoningSchuurED_107";"VernielingMisdrijfTegenOpenbareOrde_108";"GeweldsEnSeksueleMisdrijven_109"
"5793";"BU05182811";"'s-Gravenhage                           ";"Buurt     ";"BU05182811";"1";"    7070";"    3575";"    3490";"     860";"     905";"    2610";"    1855";"     840";"    4650";"    1520";"     715";"     195";"    1480";"    2165";"     465";"     175";"     370";"     270";"     885";"      65";"       9";"      35";"       5";"    4260";"    2630";"     895";"     740";"     1.6";"   11395";"    4366";"     174";"       7";"      93";"      87";"      13";"      28";"      68";"      32";"      36";"       4";"      97";"       3";"    2130";"    2110";"    2210";"    1930";"       .";"       .";"    2000";"    2370";"     860";"     840";"     890";"    1130";"       .";"       .";"     830";"     890";"    13.3";"    5600";"    32.7";"    27.1";"    42.4";"    22.4";"    56.9";"    57.3";"    12.5";"    16.2";"    15.2";"     490";"     360";"     170";"     810";"    1165";"      10";"      80";"     355";"      75";"      80";"     310";"     255";"    1805";"     410";"    1395";"    1530";"     280";"     0.4";"    2910";"     165";"     125";"     0.4";"     0.4";"     0.3";"     0.4";"    54.6";"      63";"      62";"       1";"      2513";"       5";"       1";"    7924";"      10";"      15";"      16"
"5794";"BU05182812";"'s-Gravenhage                           ";"Buurt     ";"BU05182812";"1";"    2185";"    1160";"    1025";"     125";"     300";"     990";"     465";"     310";"    1460";"     525";"     160";"      45";"     740";"     380";"      20";"      30";"      40";"      20";"     270";"      25";"      12";"       5";"       4";"    1550";"    1085";"     345";"     125";"     1.4";"    3654";"    1662";"     336";"      15";"      85";"      67";"      33";"      25";"      70";"      10";"      60";"       5";"      99";"       1";"    2390";"    2250";"    3530";"    3790";"       .";"       .";"    2160";"    2920";"    1070";"    1020";"    1650";"    1240";"       .";"       .";"     910";"    1640";"    13.3";"    1800";"    52.1";"    45.6";"    32.8";"    36.5";"    63.2";"    48.6";"    23.9";"    11.3";"     9.4";"      40";"      60";"      30";"     310";"    1180";"       0";"      50";"     390";"      60";"     150";"     360";"     170";"     870";"     345";"     520";"     665";"     205";"     0.6";"    1452";"      70";"      55";"     0.9";"     0.6";"     0.5";"     0.4";"    43.6";"      62";"      60";"       2";"      2514";"       4";"       1";"    5652";"       3";"      19";"      40"
"5795";"BU05182813";"'s-Gravenhage                           ";"Buurt     ";"BU05182813";"1";"    2785";"    1455";"    1325";"     355";"     210";"    1175";"     710";"     335";"    1710";"     720";"     285";"      75";"     525";"    1155";"     210";"     100";"     265";"      65";"     510";"      35";"      13";"      10";"       4";"    1615";"     880";"     420";"     325";"     1.7";"    9714";"    1831";"     203";"       6";"      94";"      81";"      19";"      22";"      78";"      44";"      34";"       1";"      61";"      39";"    2210";"    2180";"    2790";"    3070";"       .";"       .";"    2180";"    2370";"     380";"     360";"     710";"     340";"       .";"       .";"     410";"     340";"    53.0";"    2200";"    37.3";"    30.8";"    38.8";"    30.8";"    59.5";"    49.6";"    18.8";"    16.8";"    16.0";"     210";"     130";"      60";"     320";"     375";"       0";"      15";"     125";"      30";"      15";"     105";"      80";"     820";"     340";"     480";"     575";"     245";"     0.5";"    2859";"      75";"      30";"     0.4";"     0.3";"     0.3";"     0.5";"    46.3";"      29";"      29";"       0";"      2511";"       1";"       1";"    6038";"       5";"      10";"      39"
"5796";"BU05182814";"'s-Gravenhage                           ";"Buurt     ";"BU05182814";"1";"    6650";"    3395";"    3250";"     610";"    1030";"    2720";"    1590";"     705";"    4715";"    1055";"     755";"     125";"    1320";"    2400";"     295";"     290";"     510";"     165";"    1130";"      75";"      11";"      30";"       5";"    4445";"    3030";"     805";"     625";"     1.5";"   13113";"    4306";"     143";"       8";"      92";"      88";"      12";"      14";"      84";"      45";"      39";"       2";"      94";"       6";"    2020";"    1990";"    2340";"    2290";"       .";"       .";"    1950";"    2410";"     720";"     690";"    1070";"    1100";"       .";"       .";"     660";"    1070";"    20.3";"    5400";"    28.0";"    24.2";"    49.0";"    18.3";"    56.9";"    66.0";"     8.2";"    22.1";"    20.8";"     610";"     300";"     160";"     660";"    1220";"       0";"      80";"     410";"      80";"      45";"     265";"     335";"    1330";"     245";"    1080";"    1130";"     200";"     0.3";"    2618";"     170";"     115";"     0.4";"     0.3";"     0.3";"     0.4";"    53.0";"      51";"      51";"       0";"      2512";"       2";"       1";"    7904";"       7";"      24";"      36"
"5797";"WK051829  ";"'s-Gravenhage                           ";"Wijk      ";"WK051829  ";"1";"   31255";"   15575";"   15675";"    6595";"    5345";"    8675";"    7810";"    2835";"   17425";"    9545";"    3510";"     780";"    2215";"   26355";"    7160";"     895";"    5275";"    8515";"    4510";"     420";"      14";"     155";"       5";"   13080";"    5490";"    2050";"    5550";"     2.4";"   21342";"   12661";"     109";"      13";"      87";"      94";"       6";"      18";"      81";"      68";"      13";"       1";"      93";"       7";"    2270";"    2160";"    2740";"    3180";"       .";"       .";"    2130";"    2750";"    1040";"    1000";"    1150";"    1420";"       .";"       .";"    1010";"    1090";"       .";"   22100";"    18.2";"    13.1";"    64.6";"     4.7";"    39.0";"    66.5";"     6.0";"    29.5";"    28.3";"    4070";"    2150";"     760";"    2730";"    1490";"     195";"     385";"     325";"     110";"      35";"     245";"     200";"    6130";"     705";"    5425";"    4905";"    1225";"     0.5";"    4185";"     630";"     165";"     0.3";"     0.3";"     0.4";"     0.3";"    55.5";"     146";"     146";"       0";"         .";"       .";"       1";"    8032";"       8";"       9";"      13"
"5798";"BU05182915";"'s-Gravenhage                           ";"Buurt     ";"BU05182915";"1";"   14020";"    7110";"    6910";"    2880";"    2440";"    4090";"    3395";"    1220";"    7940";"    4265";"    1485";"     340";"    1250";"   11690";"    2790";"     385";"    2505";"    4035";"    1975";"     185";"      13";"      60";"       4";"    5925";"    2535";"     920";"    2480";"     2.4";"   21787";"    5815";"     110";"       9";"      91";"      90";"      10";"      21";"      77";"      60";"      17";"       2";"      91";"       9";"    2260";"    2170";"    2910";"    3540";"       .";"       .";"    2100";"    2740";"    1090";"    1070";"    1220";"    1560";"       .";"       .";"    1080";"    1120";"       .";"   10000";"    18.3";"    13.3";"    63.7";"     4.8";"    41.0";"    65.5";"     6.2";"    28.2";"    27.1";"    1670";"     940";"     360";"    1170";"     785";"     110";"     230";"     170";"      45";"      25";"     115";"      90";"    2835";"     370";"    2465";"    2260";"     575";"     0.5";"    4403";"     335";"      70";"     0.3";"     0.3";"     0.5";"     0.3";"    57.2";"      64";"      64";"       0";"      2525";"       5";"       1";"    8221";"       6";"      10";"      14"
"5799";"BU05182916";"'s-Gravenhage                           ";"Buurt     ";"BU05182916";"1";"    9945";"    4895";"    5050";"    2110";"    1595";"    2695";"    2570";"     975";"    5495";"    2965";"    1225";"     265";"     555";"    8240";"    2280";"     275";"    1555";"    2660";"    1460";"     130";"      13";"      45";"       5";"    4320";"    1920";"     685";"    1725";"     2.3";"   21060";"    4217";"     107";"      16";"      84";"      96";"       4";"      14";"      84";"      73";"      11";"       2";"      94";"       6";"    2190";"    2110";"    2630";"    2900";"       .";"       .";"    2090";"    2800";"     950";"     920";"    1110";"    1370";"       .";"       .";"     950";"    1000";"       .";"    7100";"    18.4";"    13.3";"    65.5";"     4.9";"    36.7";"    68.9";"     5.3";"    31.8";"    31.0";"    1480";"     700";"     210";"     950";"     415";"      50";"      80";"      85";"      40";"       5";"      85";"      65";"    1845";"     185";"    1660";"    1510";"     335";"     0.4";"    3908";"     165";"      60";"     0.2";"     0.2";"     0.3";"     0.3";"    53.8";"      47";"      47";"       0";"      2526";"       3";"       1";"    8178";"      12";"       7";"      13"
"5800";"BU05182917";"'s-Gravenhage                           ";"Buurt     ";"BU05182917";"1";"    7280";"    3570";"    3710";"    1600";"    1310";"    1885";"    1845";"     640";"    3990";"    2315";"     800";"     175";"     410";"    6425";"    2085";"     230";"    1210";"    1820";"    1070";"     100";"      14";"      45";"       7";"    2830";"    1040";"     450";"    1350";"     2.5";"   20901";"    2629";"     112";"      16";"      84";"      97";"       3";"      15";"      85";"      79";"       6";"       0";"      97";"       3";"    2300";"    2210";"    2710";"    3110";"       .";"       .";"    2220";"    2740";"    1020";"     990";"    1130";"    1350";"       .";"       .";"    1000";"    1150";"     8.6";"    5100";"    17.6";"    12.6";"    65.2";"     4.1";"    38.0";"    64.8";"     6.9";"    28.9";"    26.8";"     920";"     520";"     200";"     610";"     295";"      35";"      70";"      70";"      30";"       5";"      45";"      40";"    1450";"     155";"    1295";"    1140";"     310";"     0.5";"    4161";"     130";"      35";"     0.3";"     0.3";"     0.3";"     0.3";"    54.5";"      35";"      35";"       0";"      2526";"       6";"       1";"    7377";"       7";"       8";"      12"
"5801";"WK051830  ";"'s-Gravenhage                           ";"Wijk      ";"WK051830  ";"1";"   16160";"    8205";"    7955";"    3520";"    2450";"    5230";"    3585";"    1385";"    9180";"    4895";"    1680";"     415";"    2490";"   12425";"    2180";"     320";"    3435";"    4610";"    1875";"     260";"      16";"      85";"       5";"    6840";"    2980";"    1100";"    2765";"     2.3";"   19733";"    6094";"     113";"      15";"      85";"      95";"       5";"      30";"      70";"      44";"      26";"       0";"      76";"      24";"    2300";"    2140";"    3210";"    3270";"       .";"       .";"    2170";"    2630";"    1080";"    1110";"     880";"     980";"       .";"       .";"    1060";"    1120";"       .";"   11000";"    20.0";"    14.1";"    58.2";"     5.9";"    48.3";"    62.5";"     6.3";"    23.8";"    23.2";"    1480";"     940";"     440";"    1330";"    1215";"     180";"     385";"     335";"      60";"      20";"     150";"      90";"    3565";"     490";"    3075";"    2825";"     740";"     0.5";"    4352";"     540";"     100";"     0.3";"     0.2";"     0.5";"     0.2";"    57.9";"      82";"      82";"       0";"         .";"       .";"       1";"    7765";"       9";"       9";"      13"
"5802";"BU05183032";"'s-Gravenhage                           ";"Buurt     ";"BU05183032";"1";"    3960";"    2005";"    1955";"     745";"     630";"    1270";"     960";"     360";"    2270";"    1110";"     490";"      95";"     435";"    3170";"     605";"     130";"     785";"    1025";"     625";"      60";"      16";"      10";"       3";"    1885";"     930";"     300";"     665";"     2.1";"   21462";"    1772";"      92";"       5";"      95";"      94";"       6";"      11";"      88";"      67";"      21";"       1";"      93";"       7";"    2070";"    2040";"    2450";"       .";"       .";"       .";"    2050";"    2280";"    1020";"    1020";"     930";"       .";"       .";"       .";"    1010";"    1050";"       .";"    2900";"    18.6";"    13.9";"    63.7";"     4.3";"    40.7";"    71.2";"     3.9";"    31.3";"    29.4";"     580";"     270";"     100";"     350";"     265";"      25";"      75";"      80";"      20";"       5";"      30";"      30";"     775";"      85";"     690";"     630";"     145";"     0.4";"    4201";"     125";"      25";"     0.4";"     0.3";"     0.3";"     0.2";"    57.2";"      18";"      18";"       0";"      2571";"       1";"       1";"    8639";"      11";"      10";"      11"
"5803";"BU05183033";"'s-Gravenhage                           ";"Buurt     ";"BU05183033";"1";"    4935";"    2445";"    2485";"    1125";"     665";"    1605";"     985";"     555";"    2690";"    1545";"     535";"     170";"     645";"    3890";"     750";"      70";"    1130";"    1460";"     480";"      90";"      19";"      35";"       7";"    2070";"     895";"     350";"     830";"     2.3";"   18062";"    1834";"     124";"      15";"      85";"      94";"       6";"      28";"      72";"      44";"      28";"       0";"      68";"      32";"    2380";"    2230";"    3200";"    3510";"       .";"       .";"    2330";"    2560";"    1020";"    1040";"     830";"    1290";"       .";"       .";"     980";"    1100";"       .";"    3300";"    20.8";"    14.5";"    57.6";"     7.5";"    50.9";"    61.2";"     7.0";"    20.6";"    24.3";"     380";"     250";"     120";"     530";"     385";"      55";"     110";"     120";"      20";"       5";"      50";"      20";"    1170";"     175";"     995";"     910";"     260";"     0.6";"    4274";"     145";"      40";"     0.3";"     0.2";"     0.4";"     0.2";"    57.7";"      27";"      27";"       0";"      2572";"       4";"       1";"    7915";"       9";"       9";"      13"
"5804";"BU05183034";"'s-Gravenhage                           ";"Buurt     ";"BU05183034";"1";"    7260";"    3750";"    3510";"    1645";"    1155";"    2355";"    1635";"     470";"    4220";"    2240";"     660";"     150";"    1410";"    5360";"     825";"     125";"    1520";"    2120";"     770";"     105";"      15";"      40";"       6";"    2880";"    1155";"     460";"    1275";"     2.5";"   20114";"    2488";"     119";"      21";"      79";"      95";"       5";"      45";"      55";"      28";"      27";"       0";"      69";"      31";"    2390";"    2140";"    3360";"    3170";"       .";"       .";"    2140";"    2710";"    1150";"    1220";"     890";"     910";"       .";"       .";"    1160";"    1130";"       .";"    4800";"    20.3";"    14.0";"    55.4";"     5.7";"    51.0";"    57.6";"     7.5";"    20.9";"    18.3";"     510";"     420";"     230";"     450";"     565";"     100";"     195";"     135";"      20";"       5";"      70";"      40";"    1620";"     230";"    1390";"    1285";"     335";"     0.6";"    4489";"     270";"      35";"     0.3";"     0.3";"     0.7";"     0.2";"    58.4";"      36";"      36";"       0";"      2572";"       2";"       1";"    7027";"       8";"      10";"      14"
"5805";"WK051831  ";"'s-Gravenhage                           ";"Wijk      ";"WK051831  ";"1";"   18290";"    9390";"    8900";"    3525";"    2175";"    7140";"    4000";"    1450";"   10925";"    5330";"    1620";"     420";"    4140";"    7460";"     560";"     385";"    2275";"    2525";"    1715";"     330";"      18";"      80";"       4";"    8820";"    3855";"    1900";"    3075";"     2.1";"   19499";"    8289";"     112";"       9";"      91";"      94";"       6";"      59";"      40";"       6";"      34";"       0";"      99";"       1";"    2180";"    2120";"    2860";"    2660";"       .";"       .";"    1960";"    2330";"    1260";"    1240";"    1440";"    1900";"       .";"       .";"    1230";"    1280";"       .";"   13500";"    24.4";"    18.3";"    42.4";"     9.8";"    62.1";"    50.7";"     6.7";"    11.4";"     9.2";"     780";"     830";"     630";"    1380";"    1560";"     190";"     560";"     250";"     100";"      35";"     265";"     165";"    5440";"     950";"    4490";"    4715";"     725";"     0.6";"    5799";"     595";"     305";"     0.4";"     0.3";"     0.4";"     0.4";"    60.8";"      95";"      94";"       1";"         .";"       .";"       1";"    7325";"       6";"       8";"       6"
"5806";"BU05183130";"'s-Gravenhage                           ";"Buurt     ";"BU05183130";"1";"    5985";"    3110";"    2875";"    1065";"     655";"    2240";"    1375";"     650";"    3495";"    1730";"     570";"     195";"    1165";"    1805";"     210";"     135";"     625";"     370";"     465";"      90";"      15";"      35";"       6";"    3005";"    1365";"     675";"     970";"     2.0";"   17739";"    2948";"     116";"      21";"      79";"      94";"       6";"      57";"      43";"      16";"      26";"       0";"      97";"       3";"    2160";"    1980";"    2840";"    2600";"       .";"       .";"    1890";"    2370";"    1170";"    1100";"    1390";"    1710";"       .";"       .";"    1110";"    1210";"       .";"    4600";"    25.2";"    19.7";"    41.1";"    10.9";"    62.1";"    50.5";"     7.5";"    10.9";"     9.7";"     280";"     280";"     200";"     620";"     435";"      20";"     170";"      70";"      30";"      10";"      90";"      50";"    1860";"     325";"    1535";"    1660";"     195";"     0.6";"    5504";"     200";"     145";"     0.4";"     0.4";"     0.3";"     0.4";"    62.3";"      34";"      34";"       1";"      2574";"       2";"       1";"    7390";"       3";"       8";"       4"
"5807";"BU05183131";"'s-Gravenhage                           ";"Buurt     ";"BU05183131";"1";"    4415";"    2235";"    2175";"     830";"     525";"    1785";"     955";"     315";"    2665";"    1290";"     395";"      70";"     950";"    1990";"     145";"      90";"     665";"     620";"     470";"     100";"      23";"      15";"       4";"    2155";"     965";"     460";"     740";"     2.0";"   19595";"    2039";"     111";"       1";"      99";"      93";"       7";"      61";"      38";"       0";"      38";"       0";"     100";"       0";"    2160";"    2160";"    2920";"       .";"       .";"       .";"    1990";"    2260";"    1300";"    1290";"    1850";"       .";"       .";"       .";"    1310";"    1290";"       .";"    3200";"    25.2";"    18.9";"    40.6";"    10.9";"    63.0";"    50.6";"     6.7";"    10.2";"     8.1";"     160";"     190";"     140";"     310";"     420";"      55";"     125";"      75";"      30";"      15";"      75";"      50";"    1350";"     240";"    1110";"    1165";"     185";"     0.6";"    6000";"     145";"      65";"     0.2";"     0.3";"     0.3";"     0.5";"    58.4";"      23";"      23";"       0";"      2573";"       2";"       1";"    8087";"       5";"      12";"       5"
"5808";"BU05183135";"'s-Gravenhage                           ";"Buurt     ";"BU05183135";"1";"    7890";"    4040";"    3845";"    1630";"     995";"    3115";"    1665";"     480";"    4765";"    2310";"     660";"     155";"    2025";"    3665";"     210";"     155";"     985";"    1535";"     780";"     135";"      17";"      25";"       4";"    3660";"    1530";"     770";"    1370";"     2.2";"   21024";"    3302";"     110";"       2";"      98";"      95";"       5";"      60";"      39";"       1";"      38";"       0";"     100";"       0";"    2220";"    2200";"    3050";"    3240";"       .";"       .";"    2000";"    2350";"    1310";"    1300";"    1740";"    2950";"       .";"       .";"    1300";"    1330";"       .";"    5700";"    23.3";"    17.0";"    44.6";"     8.2";"    61.7";"    51.0";"     6.0";"    12.6";"     9.3";"     340";"     360";"     290";"     450";"     700";"     115";"     265";"     105";"      40";"      15";"     100";"      65";"    2230";"     385";"    1845";"    1885";"     345";"     0.6";"    5942";"     255";"      95";"     0.4";"     0.3";"     0.5";"     0.3";"    61.0";"      38";"      38";"       0";"      2573";"       2";"       1";"    6787";"       8";"       7";"       7"
"5809";"WK051832  ";"'s-Gravenhage                           ";"Wijk      ";"WK051832  ";"1";"   14795";"    7140";"    7650";"    2165";"    1555";"    4525";"    3815";"    2740";"    7630";"    4660";"    1685";"     825";"    2305";"    2700";"     235";"     210";"     930";"     510";"     815";"     170";"      12";"     160";"      11";"    7610";"    3520";"    1830";"    2265";"     1.9";"   11602";"    7569";"     129";"       9";"      91";"      95";"       5";"      60";"      40";"      12";"      28";"       0";"      99";"       1";"    2410";"    2320";"    3290";"    3960";"    2990";"       .";"    2080";"    2620";"     950";"     890";"    1530";"    1600";"    1630";"       .";"     730";"    1090";"    22.9";"   11800";"    28.4";"    23.2";"    35.0";"    16.0";"    62.6";"    43.6";"     9.8";"     6.4";"     6.3";"     390";"     640";"     380";"    2640";"     815";"      30";"     260";"     140";"      60";"      25";"     195";"     105";"    5420";"    1370";"    4050";"    4990";"     430";"     0.7";"    4251";"     370";"     395";"     0.6";"     0.5";"     0.4";"     0.4";"    54.5";"     135";"     128";"       8";"         .";"       .";"       1";"    5708";"       5";"       7";"       4"
"5810";"BU05183284";"'s-Gravenhage                           ";"Buurt     ";"BU05183284";"1";"   14795";"    7140";"    7650";"    2165";"    1555";"    4525";"    3815";"    2740";"    7630";"    4660";"    1685";"     825";"    2305";"    2700";"     235";"     210";"     930";"     510";"     815";"     170";"      12";"     160";"      11";"    7610";"    3520";"    1830";"    2265";"     1.9";"   11602";"    7569";"     129";"       9";"      91";"      95";"       5";"      60";"      40";"      12";"      28";"       0";"      99";"       1";"    2410";"    2320";"    3290";"    3960";"    2990";"       .";"    2080";"    2620";"     950";"     890";"    1530";"    1600";"    1630";"       .";"     730";"    1090";"    22.9";"   11800";"    28.4";"    23.2";"    35.0";"    16.0";"    62.6";"    43.6";"     9.8";"     6.4";"     6.3";"     390";"     640";"     380";"    2640";"     815";"      30";"     260";"     140";"      60";"      25";"     195";"     105";"    5420";"    1370";"    4050";"    4990";"     430";"     0.7";"    4251";"     370";"     395";"     0.6";"     0.5";"     0.4";"     0.4";"    54.5";"     135";"     128";"       8";"      2547";"       5";"       1";"    5708";"       5";"       7";"       4"
"5811";"WK051833  ";"'s-Gravenhage                           ";"Wijk      ";"WK051833  ";"1";"   27775";"   13625";"   14145";"    5515";"    3205";"    8380";"    6125";"    4545";"   14385";"    8615";"    3190";"    1590";"    3420";"   15550";"    3745";"     995";"    2850";"    4910";"    3045";"     470";"      17";"     355";"      13";"   13145";"    6125";"    2470";"    4555";"     2.1";"    6621";"   12439";"     119";"      16";"      84";"      97";"       3";"      24";"      76";"      63";"      13";"       0";"      87";"      13";"    2180";"    1970";"    3050";"    3210";"    4020";"    4900";"    1990";"    2730";"    1080";"    1040";"    1160";"    1460";"    2030";"    2050";"    1060";"    1160";"       .";"   20100";"    22.9";"    17.1";"    51.0";"     8.9";"    48.9";"    63.2";"     6.8";"    19.5";"    18.3";"    2410";"    1610";"     740";"    4360";"    1350";"     225";"     410";"     190";"     115";"      25";"     255";"     130";"    8095";"    1670";"    6425";"    6880";"    1215";"     0.6";"    1930";"     725";"     310";"     0.6";"     0.5";"     0.5";"     0.5";"    21.5";"     428";"     419";"       9";"         .";"       .";"       1";"    3326";"       5";"       6";"       9"
"5812";"BU05183387";"'s-Gravenhage                           ";"Buurt     ";"BU05183387";"1";"    8300";"    4130";"    4170";"    1695";"    1030";"    2580";"    1885";"    1110";"    4410";"    2520";"     985";"     395";"     960";"    5030";"    1260";"     280";"     875";"    1555";"    1055";"     140";"      17";"      95";"      11";"    3910";"    1855";"     670";"    1395";"     2.1";"   10231";"    3687";"     114";"      17";"      83";"      96";"       4";"      23";"      77";"      56";"      21";"       0";"      88";"      12";"    2130";"    1930";"    3040";"    3220";"       .";"    3730";"    1930";"    2790";"    1150";"    1120";"    1230";"    1500";"       .";"    1720";"    1160";"    1150";"       .";"    6000";"    21.9";"    16.2";"    53.3";"     7.7";"    47.7";"    64.7";"     6.0";"    22.1";"    20.2";"     810";"     520";"     220";"    1060";"     385";"      80";"     115";"      40";"      45";"       5";"      75";"      30";"    2335";"     435";"    1900";"    1915";"     420";"     0.6";"    2875";"     270";"     115";"     0.6";"     0.5";"     0.5";"     0.4";"    22.8";"      81";"      81";"       0";"      2544";"       1";"       1";"    3407";"       6";"       5";"       6"
"5813";"BU05183396";"'s-Gravenhage                           ";"Buurt     ";"BU05183396";"1";"    7680";"    3835";"    3845";"    1535";"     885";"    2460";"    1805";"     995";"    4075";"    2390";"     925";"     300";"     950";"    4450";"    1075";"     240";"     680";"    1605";"     850";"     130";"      17";"      45";"       6";"    3705";"    1695";"     700";"    1320";"     2.1";"    8048";"    3519";"     106";"      15";"      85";"      97";"       3";"      26";"      74";"      63";"      11";"       0";"      94";"       6";"    2080";"    1930";"    3020";"    2880";"    3930";"       .";"    1960";"    2440";"    1050";"    1020";"    1170";"    1420";"    2410";"       .";"    1010";"    1220";"       .";"    5700";"    22.9";"    17.1";"    50.5";"     8.8";"    49.5";"    61.3";"     6.4";"    21.3";"    18.9";"     720";"     470";"     220";"     960";"     435";"      80";"     135";"      65";"      30";"      10";"      80";"      40";"    2265";"     455";"    1815";"    1940";"     325";"     0.6";"    2375";"     205";"      75";"     0.5";"     0.3";"     0.4";"     0.3";"    21.2";"      98";"      95";"       3";"      2543";"       3";"       1";"    3640";"       4";"       7";"      10"
"5814";"BU05183398";"'s-Gravenhage                           ";"Buurt     ";"BU05183398";"1";"   10665";"    5165";"    5500";"    2180";"    1230";"    3225";"    2190";"    1845";"    5570";"    3265";"    1130";"     710";"    1330";"    6020";"    1405";"     475";"    1280";"    1730";"    1125";"     185";"      18";"     180";"      17";"    4830";"    2160";"     920";"    1755";"     2.1";"   10717";"    4592";"     122";"      17";"      83";"      97";"       3";"      24";"      76";"      67";"       9";"       0";"      80";"      20";"    2190";"    1990";"    3070";"    3410";"       .";"       .";"    2010";"    2730";"    1040";"    1010";"    1110";"    1460";"       .";"       .";"    1040";"    1050";"       .";"    7500";"    23.2";"    17.2";"    49.8";"     9.5";"    50.3";"    61.4";"     7.3";"    17.8";"    17.1";"     850";"     570";"     280";"    1760";"     460";"      60";"     155";"      70";"      35";"       5";"      90";"      45";"    3035";"     630";"    2410";"    2615";"     420";"     0.6";"    3050";"     225";"     100";"     0.6";"     0.5";"     0.6";"     0.5";"    21.5";"     100";"     100";"       0";"      2542";"       2";"       1";"    3205";"       5";"       6";"      10"
"5815";"BU05183399";"'s-Gravenhage                           ";"Buurt     ";"BU05183399";"1";"    1120";"     490";"     630";"     100";"      65";"     120";"     245";"     595";"     335";"     445";"     155";"     190";"     175";"      45";"       0";"       0";"      10";"      15";"      15";"       5";"       6";"      30";"      27";"     690";"     420";"     190";"      85";"     1.6";"     782";"     641";"     194";"      20";"      80";"      96";"       4";"      19";"      81";"      80";"       1";"       0";"      86";"      14";"    2900";"    2360";"    3480";"    3630";"    4170";"    5260";"    2360";"    4830";"    1160";"     950";"    1060";"    1370";"    1720";"    2140";"     950";"    1910";"       .";"    1000";"    27.9";"    24.2";"    49.2";"    11.8";"    37.7";"    77.3";"     9.8";"     7.8";"    12.9";"      30";"      40";"      20";"     580";"      65";"       5";"       5";"      10";"       5";"       5";"      15";"      15";"     460";"     155";"     305";"     410";"      50";"     0.7";"     321";"      25";"      15";"     1.6";"     1.4";"     1.4";"     1.4";"    12.2";"     149";"     143";"       6";"      2544";"       1";"       2";"    1935";"       6";"       6";"      13"
